claim_id,policyholder_id,policy_type,claim_type,region,channel,claim_date,report_date,report_lag_days,claim_amount,num_prior_claims,witnesses,police_report_filed,claim_status,is_fraud
CLM502494,PH100201,Health,Dental,Northern Ireland,Mobile App,2023-01-06,2023-01-22,16,664.93,7,2,False,Approved,0
CLM502495,PH100891,Home,Flood,Northern Ireland,Branch,2023-09-19,2023-09-27,8,3815.05,7,2,False,Approved,0
CLM502496,PH100917,Life,Critical Illness,Yorkshire,Branch,2023-05-27,2023-06-20,24,30084.89,1,1,True,Approved,0
CLM502497,PH100768,Auto,Fire,Yorkshire,Branch,2023-04-26,2023-05-20,24,1100.69,5,0,False,Under Review,0
CLM502498,PH100486,Travel,Cancellation,Scotland,Broker,2024-03-31,2024-04-22,22,835.75,3,1,True,Approved,0
CLM502499,PH100872,Commercial,Liability,Yorkshire,Broker,2023-05-14,2023-05-29,15,15415.31,5,2,True,Rejected,0
CLM502500,PH100393,Home,Fire,South East,Mobile App,2024-11-15,2024-11-27,12,11742.67,5,0,True,Under Review,0
CLM502501,PH100617,Health,Dental,Wales,Online,2023-12-18,2023-12-21,3,4442.88,1,2,False,Approved,0
CLM502502,PH100678,Auto,Theft,Midlands,Online,2023-07-13,2023-07-23,10,1585.85,5,1,True,Rejected,0
CLM502503,PH100454,Home,Storm,Yorkshire,Branch,2023-03-28,2023-04-01,4,12031.6,1,2,False,Approved,0
CLM502504,PH101317,Travel,Medical,Wales,Call Center,2024-03-08,2024-03-28,20,2125.98,0,2,False,Approved,0
CLM502505,PH100441,Home,Accidental Damage,London,Online,2023-05-05,2023-05-31,26,2255.47,3,1,True,Approved,0
CLM502506,PH101434,Home,Burglary,Midlands,Mobile App,2023-09-12,2023-09-29,17,5029.47,7,0,False,Approved,0
CLM502507,PH101448,Commercial,Business Interruption,Midlands,Broker,2024-03-10,2024-03-16,6,22168.6,7,2,True,Approved,0
CLM502508,PH101361,Auto,Theft,North East,Mobile App,2023-08-04,2023-08-30,26,3064.91,4,0,True,Approved,0
CLM502509,PH101039,Life,Death Benefit,Scotland,Call Center,2024-10-30,2024-11-02,3,28095.92,6,1,False,Rejected,0
CLM502510,PH100292,Travel,Cancellation,North West,Branch,2024-05-21,2024-05-30,9,2096.42,6,2,True,Under Review,0
CLM502511,PH100711,Commercial,Property Damage,Northern Ireland,Online,2024-08-18,2024-09-07,20,57629.03,1,0,True,Approved,0
CLM502512,PH100659,Travel,Lost Luggage,Wales,Broker,2023-09-27,2023-09-27,0,1430.44,4,3,True,Approved,0
CLM502513,PH101069,Life,Death Benefit,South East,Online,2024-03-19,2024-03-21,2,56270.11,1,3,False,Rejected,1
CLM502514,PH101258,Health,Dental,South West,Online,2024-01-30,2024-01-31,1,3412.44,2,1,False,Pending,1
CLM502515,PH100121,Home,Flood,Northern Ireland,Call Center,2023-09-09,2023-09-23,14,10186.07,3,1,True,Approved,0
CLM502516,PH100774,Home,Burglary,Wales,Online,2024-07-29,2024-08-05,7,10410.09,6,2,True,Under Review,0
CLM502517,PH100999,Life,Critical Illness,Midlands,Call Center,2023-01-05,2023-01-14,9,20810.76,3,1,True,Approved,0
CLM502518,PH100356,Home,Fire,London,Online,2024-06-09,2024-06-12,3,16618.91,1,2,True,Approved,0
CLM502519,PH100783,Home,Accidental Damage,North East,Mobile App,2023-06-23,2023-07-10,17,10487.16,6,2,True,Approved,0
CLM502520,PH100915,Travel,Cancellation,London,Broker,2024-04-18,2024-04-24,6,1772.1,7,1,True,Approved,0
CLM502521,PH100268,Auto,Theft,South East,Call Center,2023-04-26,2023-05-18,22,7150.56,0,1,True,Approved,0
CLM502522,PH101194,Home,Storm,Midlands,Broker,2023-05-26,2023-06-23,28,7485.43,3,1,True,Pending,0
CLM502523,PH100292,Auto,Theft,North West,Mobile App,2024-04-06,2024-04-08,2,6278.23,0,1,False,Rejected,1
CLM502524,PH101088,Home,Fire,Northern Ireland,Branch,2024-02-07,2024-02-15,8,3316.4,4,0,True,Approved,0
CLM502525,PH100300,Auto,Third Party,South West,Online,2023-03-20,2023-03-31,11,8745.59,6,2,True,Pending,0
CLM502526,PH100100,Travel,Medical,Scotland,Mobile App,2024-11-15,2024-11-17,2,4334.92,0,3,False,Pending,1
CLM502527,PH101398,Life,Critical Illness,London,Call Center,2024-07-19,2024-08-07,19,152089.16,7,0,True,Pending,0
CLM502528,PH101064,Home,Accidental Damage,North East,Branch,2023-03-15,2023-03-30,15,22736.17,1,3,True,Rejected,0
CLM502529,PH100370,Home,Flood,Northern Ireland,Broker,2023-10-14,2023-11-09,26,17045.6,3,2,True,Under Review,0
CLM502530,PH100739,Auto,Third Party,Yorkshire,Broker,2024-01-05,2024-01-29,24,1193.55,3,1,True,Pending,0
CLM502531,PH100274,Commercial,Liability,North West,Call Center,2023-05-14,2023-06-02,19,1749.51,3,3,True,Pending,0
CLM502532,PH101032,Commercial,Business Interruption,North West,Online,2023-12-10,2023-12-22,12,9556.92,6,0,False,Under Review,0
CLM502533,PH101408,Home,Flood,North West,Call Center,2024-05-01,2024-05-05,4,3249.29,7,1,False,Approved,0
CLM502534,PH100079,Commercial,Liability,Wales,Online,2024-06-29,2024-06-30,1,34659.55,0,1,False,Rejected,1
CLM502535,PH100657,Health,Hospitalisation,Northern Ireland,Online,2024-11-09,2024-11-17,8,1000.29,5,2,True,Approved,0
CLM502536,PH101417,Auto,Windscreen,South East,Call Center,2023-09-29,2023-10-03,4,6667.84,3,3,True,Approved,0
CLM502537,PH101347,Commercial,Liability,South East,Broker,2024-01-13,2024-01-27,14,24852.76,5,3,False,Approved,0
CLM502538,PH101174,Travel,Lost Luggage,Wales,Online,2024-09-02,2024-10-01,29,1033.24,1,3,False,Under Review,0
CLM502539,PH100484,Travel,Lost Luggage,Wales,Branch,2023-10-02,2023-10-18,16,3099.31,3,2,True,Pending,0
CLM502540,PH100682,Auto,Fire,North West,Broker,2023-11-27,2023-12-17,20,8764.62,6,0,True,Approved,0
CLM502541,PH101099,Commercial,Business Interruption,Scotland,Branch,2024-06-06,2024-06-12,6,24353.96,3,0,True,Approved,0
CLM502542,PH100337,Travel,Cancellation,London,Online,2023-05-01,2023-05-17,16,295.86,7,1,True,Pending,0
CLM502543,PH100896,Home,Flood,Midlands,Online,2023-01-06,2023-01-14,8,22995.36,6,0,False,Approved,0
CLM502544,PH100806,Home,Burglary,South East,Branch,2023-11-10,2023-12-06,26,4961.16,3,2,True,Approved,0
CLM502545,PH100124,Commercial,Liability,Wales,Online,2024-09-28,2024-10-17,19,7884.98,1,2,True,Pending,0
CLM502546,PH100671,Travel,Lost Luggage,London,Call Center,2024-08-09,2024-08-20,11,662.82,4,1,True,Under Review,0
CLM502547,PH101156,Home,Flood,North East,Mobile App,2023-02-07,2023-02-27,20,2364.92,0,1,False,Approved,0
CLM502548,PH100212,Home,Storm,Scotland,Online,2024-06-06,2024-06-26,20,12187.63,1,2,True,Approved,0
CLM502549,PH101291,Health,Hospitalisation,Northern Ireland,Mobile App,2023-12-29,2023-12-30,1,4158.16,5,1,False,Under Review,1
CLM502550,PH100471,Auto,Third Party,North East,Call Center,2024-01-27,2024-02-03,7,1173.96,2,3,False,Under Review,0
CLM502551,PH100949,Commercial,Business Interruption,South East,Online,2024-06-27,2024-07-23,26,21317.86,6,0,False,Under Review,0
CLM502552,PH100788,Home,Fire,Northern Ireland,Broker,2024-09-30,2024-10-12,12,5612.7,6,2,True,Under Review,0
CLM502553,PH100954,Home,Accidental Damage,Midlands,Online,2024-05-18,2024-06-07,20,486.78,5,1,False,Approved,0
CLM502554,PH100439,Health,Optical,Yorkshire,Mobile App,2023-06-08,2023-06-13,5,1433.59,5,3,False,Approved,0
CLM502555,PH100170,Home,Fire,South West,Branch,2023-11-20,2023-12-09,19,21357.18,2,3,True,Approved,0
CLM502556,PH100824,Health,Optical,Midlands,Branch,2024-02-11,2024-02-29,18,4770.12,7,3,True,Approved,0
CLM502557,PH100295,Life,Critical Illness,North East,Mobile App,2023-06-20,2023-07-18,28,3048.87,5,2,True,Approved,0
CLM502558,PH101293,Commercial,Business Interruption,London,Broker,2023-01-24,2023-01-30,6,15870.77,6,0,False,Approved,0
CLM502559,PH100432,Commercial,Property Damage,North West,Broker,2024-08-21,2024-09-09,19,33032.87,6,1,True,Pending,0
CLM502560,PH100754,Commercial,Business Interruption,London,Branch,2023-05-13,2023-05-24,11,62106.72,4,3,False,Approved,0
CLM502561,PH100982,Health,Optical,South West,Call Center,2024-11-14,2024-12-10,26,990.59,2,0,False,Approved,0
CLM502562,PH100013,Home,Storm,North East,Broker,2023-10-23,2023-11-06,14,6408.76,1,1,False,Pending,0
CLM502563,PH101425,Auto,Fire,Yorkshire,Broker,2023-05-07,2023-05-19,12,4932.38,0,0,True,Rejected,0
CLM502564,PH101346,Commercial,Property Damage,London,Online,2023-01-26,2023-02-09,14,6739.35,2,3,True,Approved,0
CLM502565,PH101361,Life,Critical Illness,North East,Online,2023-11-18,2023-12-10,22,10377.34,5,3,True,Pending,0
CLM502566,PH101184,Health,Outpatient,London,Mobile App,2023-09-08,2023-09-16,8,3312.16,6,2,True,Approved,0
CLM502567,PH100514,Travel,Lost Luggage,North West,Mobile App,2023-11-12,2023-11-12,0,2846.64,1,2,True,Under Review,1
CLM502568,PH100652,Health,Hospitalisation,Wales,Mobile App,2023-10-31,2023-10-31,0,5305.92,7,2,False,Approved,0
CLM502569,PH100880,Health,Dental,Yorkshire,Mobile App,2023-05-05,2023-05-31,26,828.8,2,3,True,Pending,0
CLM502570,PH101412,Home,Storm,Scotland,Mobile App,2023-08-01,2023-08-04,3,5011.93,0,0,True,Approved,0
CLM502571,PH100443,Auto,Third Party,North West,Broker,2023-01-27,2023-01-31,4,8865.14,4,2,False,Pending,0
CLM502572,PH100923,Commercial,Liability,Wales,Mobile App,2023-12-31,2024-01-20,20,15615.05,7,0,True,Approved,0
CLM502573,PH101079,Commercial,Business Interruption,North East,Broker,2024-01-15,2024-02-10,26,18961.4,0,2,True,Approved,0
CLM502574,PH100004,Commercial,Property Damage,North East,Branch,2024-07-26,2024-08-07,12,14803.07,3,3,True,Approved,0
CLM502575,PH100360,Life,Critical Illness,Northern Ireland,Branch,2024-01-03,2024-01-03,0,9756.55,6,1,True,Approved,0
CLM502576,PH100036,Travel,Delay,Yorkshire,Mobile App,2024-12-25,2025-01-23,29,446.99,4,3,True,Under Review,0
CLM502577,PH100995,Auto,Fire,Scotland,Branch,2023-05-10,2023-06-01,22,657.58,4,3,False,Approved,0
CLM502578,PH101034,Home,Burglary,Wales,Broker,2023-08-03,2023-08-04,1,2099.11,4,3,True,Rejected,0
CLM502579,PH101429,Health,Optical,Northern Ireland,Call Center,2024-09-17,2024-09-19,2,1838.39,1,1,True,Approved,0
CLM502580,PH100777,Commercial,Property Damage,Yorkshire,Mobile App,2023-05-15,2023-05-17,2,15593.72,3,3,True,Under Review,0
CLM502581,PH101319,Home,Storm,London,Branch,2023-08-22,2023-09-02,11,2295.64,0,0,True,Pending,0
CLM502582,PH100244,Travel,Delay,North East,Online,2024-01-23,2024-02-14,22,2117.74,2,2,True,Approved,0
CLM502583,PH100622,Commercial,Liability,Scotland,Online,2024-11-19,2024-12-05,16,24118.27,6,2,False,Approved,0
CLM502584,PH100759,Home,Storm,Midlands,Call Center,2024-05-30,2024-06-01,2,6859.72,1,3,True,Pending,0
CLM502585,PH100456,Travel,Lost Luggage,North East,Call Center,2023-08-01,2023-08-09,8,343.1,7,2,False,Approved,0
CLM502586,PH101155,Health,Dental,South East,Mobile App,2024-01-25,2024-01-28,3,677.1,0,3,True,Approved,0
CLM502587,PH100525,Home,Flood,North West,Online,2024-08-17,2024-08-17,0,26889.41,0,1,False,Approved,1
CLM502588,PH100560,Home,Fire,London,Branch,2024-06-13,2024-06-25,12,13846.91,5,2,False,Approved,0
CLM502589,PH101085,Home,Storm,South West,Call Center,2023-11-14,2023-12-08,24,9210.23,0,3,True,Approved,0
CLM502590,PH100989,Home,Fire,Wales,Mobile App,2024-02-16,2024-03-11,24,13665.96,6,1,True,Approved,0
CLM502591,PH100624,Life,Critical Illness,Yorkshire,Call Center,2024-03-14,2024-03-16,2,69045.61,5,2,True,Under Review,0
CLM502592,PH101318,Travel,Cancellation,Yorkshire,Call Center,2023-10-18,2023-10-25,7,2038.44,7,3,True,Approved,0
CLM502593,PH100445,Home,Burglary,North East,Mobile App,2023-05-23,2023-05-28,5,18714.26,2,3,True,Approved,0
CLM502594,PH100536,Life,Death Benefit,London,Online,2024-05-30,2024-05-30,0,201183.2,3,0,True,Approved,0
CLM502595,PH100693,Auto,Third Party,Scotland,Broker,2024-04-21,2024-05-19,28,3531.83,1,1,False,Approved,0
CLM502596,PH100188,Auto,Fire,London,Branch,2023-09-23,2023-10-02,9,3260.12,0,2,True,Approved,0
CLM502597,PH100636,Life,Critical Illness,Midlands,Branch,2023-02-02,2023-02-02,0,,7,1,True,Approved,0
CLM502598,PH100597,Commercial,Liability,Midlands,Branch,2024-05-04,2024-05-15,11,6421.2,6,3,False,Rejected,0
CLM502599,PH100380,Commercial,Business Interruption,Yorkshire,Broker,2023-01-30,2023-02-19,20,32671.6,0,0,True,Approved,0
CLM502600,PH100442,Health,Outpatient,Wales,Branch,2024-11-27,2024-12-05,8,6325.43,3,3,True,Pending,0
CLM502601,PH101246,Life,Death Benefit,North West,Call Center,2024-05-02,2024-05-12,10,103386.78,3,2,False,Approved,0
CLM502602,PH100492,Health,Hospitalisation,Scotland,Call Center,2023-12-06,2024-01-03,28,4553.04,5,3,True,Under Review,0
CLM502603,PH101286,Life,Critical Illness,North East,Broker,2024-02-07,2024-02-24,17,62236.58,3,1,True,Rejected,0
CLM502604,PH100235,Travel,Lost Luggage,Midlands,Broker,2024-03-24,2024-04-15,22,1371.72,2,1,True,Approved,0
CLM502605,PH100024,Health,Outpatient,Scotland,Online,2024-03-25,2024-04-20,26,,3,0,False,Pending,0
CLM502606,PH100700,Home,Burglary,South East,Branch,2024-07-28,2024-08-24,27,6854.35,5,1,False,Pending,0
CLM502607,PH100021,Home,Accidental Damage,South East,Branch,2024-03-09,2024-03-14,5,1077.35,0,2,True,Pending,0
CLM502608,PH101199,Commercial,Business Interruption,North West,Call Center,2024-04-04,2024-05-02,28,18647.14,3,0,True,Approved,0
CLM502609,PH100300,Health,Optical,South West,Broker,2024-05-17,2024-06-11,25,4954.92,0,1,True,Approved,0
CLM502610,PH100879,Health,Optical,London,Branch,2023-06-24,2023-07-19,25,5343.1,0,1,True,Approved,0
CLM502611,PH101033,Auto,Third Party,North West,Broker,2024-08-29,2024-09-04,6,590.34,1,2,False,Approved,0
CLM502612,PH101139,Life,Death Benefit,Midlands,Mobile App,2023-12-09,2024-01-06,28,60340.28,2,1,True,Pending,0
CLM502613,PH100063,Home,Storm,South East,Online,2023-05-19,2023-06-12,24,19317.0,4,0,True,Approved,0
CLM502614,PH100545,Travel,Lost Luggage,South West,Broker,2024-12-05,2024-12-05,0,1681.82,3,2,False,Pending,0
CLM502615,PH101149,Auto,Third Party,Scotland,Online,2023-07-23,2023-08-11,19,5979.96,3,0,True,Rejected,0
CLM502616,PH100038,Travel,Cancellation,North West,Call Center,2023-10-05,2023-10-07,2,1118.18,6,0,True,Under Review,0
CLM502617,PH100797,Commercial,Property Damage,London,Online,2024-07-23,2024-08-19,27,78673.62,5,3,False,Pending,0
CLM502618,PH100130,Travel,Lost Luggage,Scotland,Call Center,2024-12-26,2024-12-30,4,1491.19,0,2,True,Approved,0
CLM502619,PH100744,Travel,Lost Luggage,North West,Branch,2024-03-20,2024-04-09,20,4750.12,5,3,False,Approved,0
CLM502620,PH101392,Commercial,Business Interruption,London,Online,2023-01-19,2023-02-15,27,29286.6,6,1,False,Under Review,0
CLM502621,PH101374,Travel,Cancellation,Scotland,Branch,2023-02-12,2023-02-26,14,3857.58,4,1,True,Under Review,0
CLM502622,PH100678,Auto,Third Party,Midlands,Mobile App,2023-11-26,2023-12-07,11,1609.99,3,3,True,Rejected,0
CLM502623,PH100593,Home,Storm,Midlands,Online,2024-03-04,2024-03-27,23,2424.62,1,3,True,Pending,0
CLM502624,PH100532,Travel,Cancellation,London,Online,2023-11-08,2023-11-10,2,2539.54,5,3,False,Under Review,1
CLM502625,PH100186,Life,Critical Illness,North East,Mobile App,2024-08-21,2024-09-05,15,109954.81,7,3,False,Pending,0
CLM502626,PH101379,Home,Burglary,Northern Ireland,Online,2024-12-07,2024-12-13,6,33654.29,5,1,True,Approved,0
CLM502627,PH100513,Home,Fire,South East,Broker,2024-04-17,2024-04-29,12,7171.48,6,2,False,Rejected,0
CLM502628,PH100978,Home,Storm,Midlands,Mobile App,2023-12-18,2023-12-28,10,15294.18,5,0,True,Approved,0
CLM502629,PH100127,Life,Death Benefit,Northern Ireland,Branch,2024-09-17,2024-09-30,13,17498.47,7,1,False,Pending,0
CLM502630,PH100826,Life,Death Benefit,Scotland,Online,2023-08-04,2023-08-09,5,86902.2,5,2,False,Pending,0
CLM502631,PH100480,Home,Flood,North East,Broker,2024-06-11,2024-06-15,4,3630.84,7,0,False,Pending,0
CLM502632,PH100440,Home,Accidental Damage,Northern Ireland,Branch,2024-09-04,2024-09-05,1,4763.14,3,0,True,Approved,0
CLM502633,PH101349,Life,Death Benefit,Scotland,Online,2023-02-10,2023-02-18,8,72755.15,2,2,False,Under Review,0
CLM502634,PH101428,Travel,Cancellation,North East,Broker,2023-09-10,2023-09-29,19,751.55,6,2,True,Under Review,0
CLM502635,PH100277,Commercial,Property Damage,North West,Call Center,2023-11-11,2023-11-12,1,15039.83,5,0,True,Approved,0
CLM502636,PH100519,Commercial,Liability,Northern Ireland,Mobile App,2024-04-03,2024-04-12,9,47980.66,3,0,True,Approved,0
CLM502637,PH100968,Auto,Collision,Midlands,Call Center,2023-05-02,2023-05-05,3,3905.32,3,3,True,Pending,0
CLM502638,PH100952,Commercial,Liability,North East,Branch,2024-06-01,2024-06-09,8,23199.26,6,2,True,Pending,0
CLM502639,PH100971,Home,Storm,Northern Ireland,Online,2024-10-19,2024-10-29,10,11675.62,4,3,True,Rejected,0
CLM502640,PH100181,Home,Accidental Damage,South East,Call Center,2024-10-16,2024-11-13,28,9664.03,0,1,True,Approved,0
CLM502641,PH101468,Health,Optical,Yorkshire,Call Center,2024-06-14,2024-06-14,0,1209.04,1,2,True,Pending,0
CLM502642,PH100786,Travel,Medical,South East,Branch,2024-03-22,2024-03-26,4,1575.05,2,0,True,Approved,0
CLM502643,PH100493,Auto,Windscreen,North East,Call Center,2023-07-16,2023-07-20,4,3690.49,3,0,True,Approved,0
CLM502644,PH100773,Home,Flood,South East,Online,2024-02-21,2024-03-11,19,1307.09,1,0,True,Rejected,0
CLM502645,PH100839,Auto,Windscreen,Northern Ireland,Mobile App,2024-05-16,2024-06-01,16,1515.19,3,2,True,Approved,0
CLM502646,PH100912,Health,Dental,South East,Broker,2024-06-18,2024-07-15,27,2600.45,2,2,True,Approved,0
CLM502647,PH100331,Home,Storm,Yorkshire,Branch,2023-01-16,2023-02-02,17,13229.12,4,0,False,Approved,0
CLM502648,PH100948,Home,Fire,Northern Ireland,Online,2023-05-16,2023-05-17,1,3819.88,1,1,True,Rejected,0
CLM502649,PH100448,Home,Storm,South West,Branch,2024-01-20,2024-02-12,23,7492.96,7,1,True,Approved,0
CLM502650,PH100292,Health,Outpatient,North West,Broker,2024-02-18,2024-02-19,1,3421.06,1,1,True,Pending,0
CLM502651,PH100814,Travel,Cancellation,Scotland,Branch,2023-12-06,2024-01-02,27,1191.82,7,0,True,Approved,0
CLM502652,PH100986,Auto,Theft,Scotland,Broker,2024-09-06,2024-10-04,28,9157.54,3,2,True,Under Review,0
CLM502653,PH101474,Commercial,Property Damage,Yorkshire,Call Center,2024-02-23,2024-03-14,20,19714.64,6,2,True,Rejected,0
CLM502654,PH100852,Travel,Medical,South East,Broker,2024-01-25,2024-02-02,8,388.18,6,2,True,Approved,0
CLM502655,PH100540,Life,Death Benefit,North East,Mobile App,2024-06-17,2024-06-19,2,48492.99,4,1,False,Under Review,0
CLM502656,PH101300,Commercial,Business Interruption,North West,Call Center,2024-03-31,2024-04-22,22,-26504.4,7,3,False,Approved,0
CLM502657,PH100136,Home,Flood,Midlands,Mobile App,2023-04-07,2023-04-10,3,3160.6,1,2,False,Approved,0
CLM502658,PH100714,Commercial,Property Damage,North East,Broker,2024-02-11,2024-03-08,26,25858.88,6,3,True,Pending,0
CLM502659,PH100727,Health,Hospitalisation,Midlands,Mobile App,2024-03-04,2024-03-14,10,1499.4,4,3,False,Rejected,0
CLM502660,PH101355,Auto,Fire,Yorkshire,Call Center,2024-12-02,2024-12-04,2,832.29,4,0,False,Approved,0
CLM502661,PH100686,Home,Accidental Damage,South East,Mobile App,2023-02-28,2023-03-22,22,13938.36,5,0,True,Approved,0
CLM502662,PH100568,Life,Death Benefit,North East,Online,2023-05-22,2023-06-03,12,1084.94,7,1,True,Under Review,0
CLM502663,PH100520,Commercial,Liability,Yorkshire,Online,2023-10-07,2023-10-16,9,19655.79,7,0,True,Approved,0
CLM502664,PH100996,Health,Hospitalisation,London,Branch,2023-09-29,2023-10-01,2,1949.93,0,3,False,Approved,0
CLM502665,PH100002,Health,Outpatient,Northern Ireland,Call Center,2024-02-26,2024-03-01,4,2655.82,3,1,True,Approved,0
CLM502666,PH101457,Auto,Windscreen,London,Branch,2024-03-04,2024-03-15,11,2426.11,7,1,True,Under Review,0
CLM502667,PH100600,Auto,Windscreen,Wales,Branch,2024-05-25,2024-06-09,15,1677.56,3,3,True,Pending,0
CLM502668,PH100386,Commercial,Property Damage,North East,Branch,2024-04-08,2024-04-09,1,3114.04,2,3,True,Pending,0
CLM502669,PH101073,Auto,Windscreen,Northern Ireland,Branch,2023-02-19,2023-02-23,4,1808.61,2,0,True,Pending,0
CLM502670,PH100314,Life,Death Benefit,Wales,Mobile App,2023-04-02,2023-04-24,22,13131.25,6,0,True,Rejected,0
CLM502671,PH100047,Home,Flood,North East,Mobile App,2024-10-15,2024-10-27,12,26744.03,3,0,True,Pending,0
CLM502672,PH101474,Health,Dental,Yorkshire,Call Center,2024-03-04,2024-03-05,1,5879.8,4,1,True,Approved,0
CLM502673,PH100926,Health,Hospitalisation,Midlands,Call Center,2024-08-07,2024-08-24,17,3008.57,3,0,False,Approved,0
CLM502674,PH101059,Travel,Cancellation,Midlands,Online,2024-10-25,2024-11-05,11,1680.92,0,3,False,Approved,0
CLM502675,PH101386,Travel,Cancellation,North West,Mobile App,2023-11-24,2023-11-24,0,2074.43,4,0,False,Approved,1
CLM502676,PH101436,Auto,Collision,South West,Call Center,2023-06-05,2023-06-14,9,15567.0,1,0,True,Rejected,0
CLM502677,PH100651,Travel,Delay,London,Branch,2023-08-18,2023-08-19,1,1823.27,7,2,True,Approved,0
CLM502678,PH100308,Auto,Third Party,London,Online,2023-01-30,2023-01-30,0,11963.7,3,1,False,Approved,1
CLM502679,PH101363,Health,Optical,Northern Ireland,Call Center,2023-07-24,2023-08-22,29,4170.71,6,1,True,Approved,0
CLM502680,PH100655,Life,Death Benefit,Wales,Mobile App,2023-07-21,2023-07-22,1,72998.86,5,1,True,Approved,0
CLM502681,PH100889,Life,Death Benefit,Yorkshire,Mobile App,2024-12-25,2025-01-22,28,71044.27,5,0,True,Rejected,0
CLM502682,PH100345,Travel,Delay,North East,Mobile App,2023-06-08,2023-06-11,3,897.42,2,1,True,Under Review,0
CLM502683,PH101417,Commercial,Liability,South East,Broker,2023-10-24,2023-10-24,0,13235.6,4,2,True,Approved,0
CLM502684,PH100878,Home,Storm,South East,Online,2023-07-10,2023-07-15,5,7997.85,3,0,False,Approved,0
CLM502685,PH100708,Auto,Fire,Wales,Mobile App,2024-06-13,2024-06-14,1,11997.91,4,1,False,Rejected,1
CLM502686,PH100291,Auto,Collision,Wales,Branch,2023-10-27,2023-11-05,9,12535.0,2,3,True,Approved,0
CLM502687,PH101469,Commercial,Business Interruption,North East,Mobile App,2024-09-22,2024-10-21,29,1194.71,3,3,False,Pending,0
CLM502688,PH100708,Auto,Fire,Wales,Call Center,2023-10-21,2023-10-31,10,3933.08,7,1,True,Rejected,0
CLM502689,PH100837,Home,Burglary,Midlands,Mobile App,2023-01-24,2023-02-12,19,11419.42,6,0,True,Approved,0
CLM502690,PH101493,Commercial,Property Damage,North West,Call Center,2023-11-07,2023-11-25,18,16738.22,1,1,True,Approved,0
CLM502691,PH101288,Auto,Third Party,North East,Branch,2024-05-26,2024-06-23,28,3611.86,2,1,True,Approved,0
CLM502692,PH100035,Auto,Fire,Northern Ireland,Broker,2024-01-16,2024-02-08,23,5114.4,2,0,True,Under Review,0
CLM502693,PH100694,Life,Critical Illness,Scotland,Branch,2023-03-04,2023-03-31,27,92455.26,1,3,False,Approved,0
CLM502694,PH101309,Travel,Delay,South West,Call Center,2023-07-09,2023-07-18,9,284.23,4,2,True,Pending,0
CLM502695,PH100777,Home,Accidental Damage,Yorkshire,Branch,2023-01-03,2023-01-28,25,12638.8,2,1,False,Pending,0
CLM502696,PH101407,Life,Death Benefit,South East,Online,2024-02-20,2024-02-20,0,,0,3,False,Pending,0
CLM502697,PH100732,Home,Fire,Wales,Branch,2024-09-15,2024-10-10,25,4044.2,2,3,False,Approved,0
CLM502698,PH101364,Life,Critical Illness,Midlands,Call Center,2023-08-13,2023-08-25,12,32845.33,3,1,False,Approved,0
CLM502699,PH101216,Commercial,Property Damage,Wales,Broker,2023-10-09,2023-11-06,28,20325.14,6,2,True,Approved,0
CLM502700,PH100165,Home,Storm,Wales,Broker,2024-11-04,2024-11-21,17,17263.25,6,0,False,Approved,0
CLM502701,PH100495,Travel,Delay,Midlands,Mobile App,2023-07-09,2023-07-26,17,2381.24,0,3,True,Approved,0
CLM502702,PH100777,Travel,Cancellation,Yorkshire,Call Center,2024-01-24,2024-02-21,28,316.51,1,3,True,Approved,0
CLM502703,PH101270,Health,Dental,North East,Call Center,2023-01-28,2023-02-19,22,2025.4,4,0,True,Approved,0
CLM502704,PH100603,Travel,Delay,South West,Broker,2023-08-10,2023-08-16,6,1514.29,7,2,True,Pending,0
CLM502705,PH100192,Travel,Lost Luggage,South West,Broker,2024-03-28,2024-04-11,14,1262.42,4,2,True,Approved,0
CLM502706,PH101064,Travel,Lost Luggage,North East,Broker,2024-10-26,2024-11-11,16,873.58,3,3,True,Approved,0
CLM502707,PH100093,Commercial,Liability,North West,Branch,2024-09-11,2024-10-10,29,6011.83,6,3,True,Under Review,0
CLM502708,PH101426,Commercial,Liability,North West,Online,2023-01-20,2023-02-15,26,34646.66,4,0,True,Under Review,0
CLM502709,PH101071,Health,Hospitalisation,North East,Mobile App,2023-01-03,2023-01-06,3,5261.51,6,3,False,Pending,0
CLM502710,PH100814,Commercial,Property Damage,Scotland,Online,2023-07-30,2023-08-26,27,22201.39,6,3,True,Approved,0
CLM502711,PH101300,Travel,Cancellation,North West,Broker,2024-09-27,2024-10-02,5,1025.98,6,2,True,Approved,0
CLM502712,PH100941,Life,Death Benefit,  SCOTLAND ,Branch,2023-05-03,2023-05-31,28,37843.41,3,2,True,Approved,0
CLM502713,PH100901,Life,Death Benefit,Northern Ireland,Online,2023-12-05,2023-12-31,26,50214.73,3,1,True,Approved,0
CLM502714,PH101384,Commercial,Liability,Scotland,Call Center,2024-06-26,2024-07-12,16,5655.37,0,2,True,Approved,0
CLM502715,PH100594,Commercial,Property Damage,North West,Broker,2024-11-27,2024-12-15,18,35242.48,4,1,True,Approved,0
CLM502716,PH100906,Life,Critical Illness,North East,Online,2023-04-26,2023-05-07,11,77773.33,0,3,True,Under Review,0
CLM502717,PH100547,Life,Death Benefit,Yorkshire,Mobile App,2024-04-06,2024-04-27,21,52188.19,4,3,True,Pending,0
